model,dtype,xpu,cap,bw,sys_opb,hw,cores,pipe_level,is parallel,power constraint,gqa_size,Lin,Lout,bs,required_cap,s_flops,g_flops,s_time,s_matmul,s_fc,s_comm,s_softmax,s_act,s_lnorm,g_time (ms),g_matmul,g_fc,g_comm,g_etc,g_qkv_time,g_prj_time,g_ff_time,g2g_comm,c2g_comm,g_softmax,g_act,g_lnorm,g_energy (nJ),g_dram_energy,g_l2_energy,g_l1_energy,g_reg_energy,g_alu_energy,g_fc_mem_energy,g_fc_comp_energy,g_attn_mem_energy,g_attn_comp_energy,g_etc_mem_energy,g_etc_comp_energy,g_comm_energy
GPT-175B,W16A16,GPU,1280,1.0,93.07875894988067,BUFFER,8,True,True,True,0,2048,128,2,368420314176,11539190560106.834,716174917632.0,1095.0357206775188,89.20316691692308,731.7154880667887,160.347543552,61.05088287519304,8.36279689846154,44.355842368152736,23.943756790091385,2.767919272062992,10.819351803032966,8.219613184,2.1368725309953343,2.387267332549912,0.7969978609084665,7.635086609574595,8.218957824000038,0.0006553599999999982,0.0,0.7968184673389966,1.3400540636563287,11840507914.535847,10278563459.941185,876061340.467198,501442129.4284763,70466037.35040042,112993480.2124796,9997431110.369324,1558304815.8412752,273543343.6864318,1625649.3158399998,7589005.885440036,1032522.3014399961,981467.1359999976
